Window resized to 1280, 800
         25683851 function calls (25534927 primitive calls) in 24.489 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:762(is_package)
        1    0.000    0.000    0.000    0.000 __init__.py:208(_choose_darwin_platform)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:244(TEXTMETRIC)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 gdiplus.py:112(PropertyItem)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 threading.py:521(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:462(__init__)
        1    0.000    0.000    0.000    0.000 types.py:92(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 win32.py:188(Win32Context)
        2    0.000    0.000    0.000    0.000 __init__.py:525(_set_valign)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
       10    0.000    0.000    0.000    0.000 gl_info.py:171(get_renderer)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        1    0.000    0.000    0.000    0.000 win32.py:133(create_context)
        1    0.000    0.000    0.000    0.000 enum.py:550(IntEnum)
        1    0.000    0.000    0.000    0.000 layout.py:663(TextLayoutTextureGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:584(UniformTextureSequence)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 layout.py:204(_Line)
        1    0.000    0.000    0.000    0.000 sprite.py:112(SpriteGroup)
        1    0.000    0.000    0.000    0.000 camera.py:3(camera)
        1    0.000    0.000    0.000    0.000 entity.py:19(entity)
        1    0.000    0.000    0.000    0.000 image.py:6(image)
        1    0.000    0.000    0.000    0.000 types.py:141(CIEXYZTRIPLE)
        1    0.000    0.000    0.000    0.000 document.py:574(UnformattedDocument)
        3    0.000    0.000    0.000    0.000 __init__.py:182(_checkLevel)
        1    0.000    0.000    0.000    0.000 tarfile.py:608(_FileInFile)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 ntpath.py:45(normcase)
        1    0.000    0.000    0.000    0.000 debug.py:70(attach)
        1    0.000    0.000    0.000    0.000 message.py:153(__init__)
        1    0.000    0.000    0.000    0.000 string.py:170(Formatter)
        1    0.000    0.000    0.000    0.000 types.py:94(PIXELFORMATDESCRIPTOR)
        1    0.000    0.000    0.000    0.000 win32.py:48(Win32EventLoop)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:232(VertexArray)
        1    0.000    0.000    0.001    0.001 __init__.py:797(_event_lbuttondown)
        1    0.000    0.000    0.000    0.000 __init__.py:2167(ImageGrid)
        3    0.000    0.000    0.000    0.000 __init__.py:675(__init__)
        1    0.000    0.000    0.000    0.000 layout.py:472(_InvalidRange)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        1    0.000    0.000    0.000    0.000 __init__.py:2126(DepthBufferImage)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 com.py:112(__init__)
        3    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCStructType' objects}
        1    0.000    0.000    0.000    0.000 __main__.py:78(m_mouse_click)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:636(IndexedVertexDomain)
        1    0.000    0.000    0.000    0.000 message.py:142(__init__)
        3    0.000    0.000    0.000    0.000 com.py:117(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:790(createLock)
        2    0.000    0.000    0.000    0.000 layout.py:1506(_set_anchor_x)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:149(VertexDomain)
        1    0.000    0.000    0.000    0.000 allocation.py:48(<module>)
        1    0.000    0.000    0.000    0.000 base.py:83(Screen)
        9    0.000    0.000    0.000    0.000 base.py:254(__init__)
        1    0.000    0.000    0.000    0.000 bmp.py:94(BITMAPV4HEADER)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 clock.py:799(schedule_interval)
        2    0.000    0.000    0.000    0.000 layout.py:1534(_set_anchor_y)
        1    0.000    0.000    0.000    0.000 win32.py:235(__init__)
        1    0.000    0.000    0.000    0.000 layout.py:298(_GlyphBox)
        1    0.000    0.000    0.000    0.000 base.py:19(PlatformEventLoop)
        1    0.000    0.000    0.000    0.000 __init__.py:1204(CompressedImageData)
        3    0.000    0.000    0.000    0.000 __init__.py:476(CFunctionType)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 dis.py:407(Bytecode)
        1    0.000    0.000    0.000    0.000 __init__.py:595(Group)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 __init__.py:2449(Animation)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 document.py:620(FormattedDocument)
        1    0.000    0.000    0.000    0.000 tarfile.py:2406(TarIter)
        1    0.000    0.000    0.000    0.000 message.py:92(__init__)
        1    0.000    0.000    0.000    0.000 dds.py:87(_filestruct)
        1    0.000    0.000    0.000    0.000 base.py:141(Glyph)
        3    0.000    0.000    0.000    0.000 __init__.py:475(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:661(TextureGroup)
        2    0.000    0.000    0.000    0.000 enum.py:279(__members__)
        4    0.000    0.000    0.000    0.000 __init__.py:411(__init__)
        1    0.000    0.000    0.000    0.000 gdiplus.py:92(BitmapData)
        1    0.000    0.000    0.000    0.000 __init__.py:87(WeakSet)
        1    0.000    0.000    0.000    0.000 base.py:107(get_gl_attributes)
        1    0.000    0.000    0.000    0.000 gdiplus.py:189(GDIPlusDecoder)
        1    0.000    0.000    0.000    0.000 message.py:129(__init__)
        1    0.000    0.000    0.000    0.000 win32.py:17(Win32Config)
        1    0.000    0.000    0.000    0.000 __main__.py:56(behaviour_player)
        1    0.000    0.000    0.000    0.000 __init__.py:700(OrderedGroup)
        1    0.000    0.000    0.000    0.000 layout.py:277(_AbstractBox)
       17    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1050(_StderrHandler)
        1    0.000    0.000    0.000    0.000 win32.py:423(GDIPlusFont)
        1    0.000    0.000    0.000    0.000 __main__.py:24(destroy_outside_things)
        1    0.000    0.000    0.000    0.000 layout.py:437(_InlineElementBox)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 efilter.py:80(Filter)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:281(VertexBufferObject)
        1    0.000    0.000    0.000    0.000 types.py:267(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:18(vector)
        4    0.000    0.000    0.000    0.000 {built-in method _bisect.insort}
        1    0.000    0.000    0.000    0.000 random.py:84(__init__)
        1    0.000    0.000    0.000    0.000 types.py:86(SECURITY_ATTRIBUTES)
        1    0.000    0.000    0.000    0.000 __init__.py:2272(TextureGrid)
        1    0.000    0.000    0.000    0.000 base.py:165(CanvasConfig)
        1    0.000    0.000    0.000    0.000 queue.py:199(_init)
        2    0.000    0.000    0.000    0.000 camera.py:14(__init__)
        1    0.000    0.000    0.000    0.000 image.py:23(attach)
        1    0.000    0.000    0.000    0.000 win32.py:104(Win32CanvasConfig)
        1    0.000    0.000    0.000    0.000 types.py:318(ICONINFO)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
        1    0.000    0.000    0.000    0.000 zipfile.py:473(_ZipDecrypter)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.000    0.000 types.py:236(ABC)
        1    0.000    0.000    0.000    0.000 resource.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:845(_event_paint)
       10    0.000    0.000    0.000    0.000 __init__.py:249(_ViewEventHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:370(PyDLL)
        1    0.000    0.000    0.000    0.000 bmp.py:76(BITMAPINFOHEADER)
        1    0.000    0.000    0.000    0.000 string.py:73(Template)
        1    0.000    0.000    0.000    0.000 lib.py:101(LibraryLoader)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        1    0.000    0.000    0.000    0.000 base.py:8(Display)
        1    0.000    0.000    0.000    0.000 atlas.py:211(TextureBin)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:370(MappableVertexBufferObject)
        1    0.000    0.000    0.000    0.000 __init__.py:84(GlyphString)
        1    0.000    0.000    0.000    0.000 types.py:149(BITMAPINFOHEADER)
        1    0.000    0.000    0.000    0.000 sortedlist.py:85(__new__)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(Handle)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 types.py:217(TRACKMOUSEEVENT)
        1    0.000    0.000    0.000    0.000 __init__.py:1121(__init__)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 types.py:124(RGBQUAD)
        1    0.000    0.000    0.000    0.000 message.py:103(__init__)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:264(AbstractAttribute)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        3    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 camera.py:106(m_window_resized)
        1    0.000    0.000    0.000    0.000 __main__.py:84(m_mouse_release)
        1    0.000    0.000    0.000    0.000 resource.py:717(_DefaultLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1937(BufferManager)
        1    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 Image.py:447(_E)
        1    0.000    0.000    0.000    0.000 runlist.py:50(RunList)
        1    0.000    0.000    0.000    0.000 types.py:72(WNDCLASS)
        1    0.000    0.000    0.000    0.000 __init__.py:1116(Manager)
        1    0.000    0.000    0.000    0.000 types.py:133(CIEXYZ)
        1    0.000    0.000    0.000    0.000 win32.py:24(Win32Screen)
        1    0.000    0.000    0.000    0.000 zipfile.py:1720(PyZipFile)
        1    0.000    0.000    0.000    0.000 clock.py:766(set_fps_limit)
       12    0.000    0.000    0.000    0.000 solid.py:9(name)
        3    0.000    0.000    0.000    0.000 com.py:103(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:370(PercentStyle)
        1    0.000    0.000    0.000    0.000 types.py:226(MINMAXINFO)
        1    0.000    0.000    0.000    0.000 win32.py:89(Win32GlyphRenderer)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:391(EdgeFlagAttribute)
        1    0.000    0.000    0.000    0.000 zipfile.py:674(_Tellable)
        1    0.000    0.000    0.000    0.000 __init__.py:231(LogRecord)
        1    0.000    0.000    0.000    0.000 base.py:205(__init__)
        1    0.000    0.000    0.000    0.000 runlist.py:286(RunIterator)
        1    0.000    0.000    0.000    0.000 layout.py:255(_StaticLayoutContext)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2055(BufferImage)
        1    0.000    0.000    0.000    0.000 behaviour.py:1(base)
        1    0.000    0.000    0.000    0.000 win32.py:113(GDIGlyphRenderer)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:375(ColorAttribute)
        6    0.000    0.000    0.000    0.000 message.py:134(name)
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        1    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:480(IndirectArrayRegion)
        1    0.000    0.000    0.000    0.000 __init__.py:375(Label)
        1    0.000    0.000    0.000    0.000 __init__.py:1902(NullHandler)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:1864(TileableTexture)
        1    0.000    0.000    0.000    0.000 __init__.py:71(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:410(LibraryLoader)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 sorteddict.py:17(_IlocWrapper)
        1    0.000    0.000    0.000    0.000 lib.py:62(_TraceFunction)
        1    0.000    0.000    0.000    0.000 __init__.py:988(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:86(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1745(TextureRegion)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 __init__.py:1056(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1774(getLogger)
        1    0.000    0.000    0.000    0.000 clock.py:865(ClockDisplay)
        7    0.000    0.000    0.000    0.000 message.py:108(name)
        1    0.000    0.000    0.000    0.000 base.py:100(_requires_gl_3)
        1    0.000    0.000    0.000    0.000 bmp.py:66(BITMAPFILEHEADER)
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 weakref.py:367(__len__)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 motion.py:31(motion)
        1    0.000    0.000    0.000    0.000 atlas.py:90(Allocator)
        1    0.000    0.000    0.000    0.000 base.py:208(GlyphTextureAtlas)
        1    0.000    0.000    0.000    0.000 __init__.py:1586(FPSDisplay)
        1    0.000    0.000    0.000    0.000 __init__.py:10(behaviour_timer)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 runlist.py:409(ConstRunIterator)
        1    0.000    0.000    0.000    0.000 __main__.py:58(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:84(behaviour_eight_direction_movement)
        1    0.000    0.000    0.000    0.000 friction.py:4(friction)
        2    0.000    0.000    0.000    0.000 __init__.py:827(<lambda>)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 subprocess.py:632(CompletedProcess)
        1    0.000    0.000    0.000    0.000 event.py:48(WindowExitHandler)
        1    0.000    0.000    0.000    0.000 mouse.py:36(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:171(__init__)
        1    0.000    0.000    0.000    0.000 lib_wgl.py:70(WGLFunctionProxy)
        1    0.000    0.000    0.000    0.000 behaviour.py:1(<module>)
        6    0.000    0.000    0.000    0.000 message.py:157(name)
        1    0.000    0.000    0.000    0.000 zipfile.py:534(LZMACompressor)
        2    0.000    0.000    0.000    0.000 __init__.py:1713(get_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:958(_event_erasebkgnd)
        1    0.000    0.000    0.000    0.000 __init__.py:250(_TextZGroup)
        1    0.000    0.000    0.000    0.000 gdiplus.py:78(GdiplusStartupInput)
        1    0.000    0.000    0.000    0.000 win32.py:294(Rectf)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:479(MultiTexCoordAttribute)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:440(SecondaryColorAttribute)
        1    0.000    0.000    0.000    0.000 win32query.py:269(NEWTEXTMETRICEX)
        1    0.000    0.000    0.000    0.000 runlist.py:352(FilteredRunIterator)
        1    0.000    0.000    0.000    0.000 types.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 key.py:66(KeyStateHandler)
        4    0.000    0.000    0.000    0.000 __init__.py:91(name)
        2    0.000    0.000    0.000    0.000 ntpath.py:35(_get_bothseps)
        1    0.000    0.000    0.000    0.000 __init__.py:1724(Platform)
        7    0.000    0.000    0.000    0.000 camera.py:18(name)
        1    0.000    0.000    0.000    0.000 message.py:12(generic)
        1    0.000    0.000    0.000    0.000 __init__.py:150(behaviour_face_cursor)
        1    0.000    0.000    0.000    0.000 com.py:101(METHOD)
        1    0.000    0.000    0.000    0.000 string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:98(ImageEncoder)
        1    0.000    0.000    0.000    0.000 lib.py:290(LinuxLibraryLoader)
        1    0.000    0.000    0.000    0.000 camera.py:51(attach)
        1    0.000    0.000    0.000    0.000 zipfile.py:653(_SharedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:71(ImageDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:2104(ColorBufferImage)
        1    0.000    0.000    0.000    0.000 __init__.py:591(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 win32.py:234(Win32ARBContext)
        1    0.000    0.000    0.000    0.000 bmp.py:128(RGBQUAD)
        1    0.000    0.000    0.000    0.000 resource.py:219(ZIPLocation)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:456(TexCoordAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:55(behaviour_avoid_solids)
        1    0.000    0.000    0.000    0.000 camera.py:21(__str__)
        1    0.000    0.000    0.000    0.000 png.py:269(strtobytes)
        1    0.000    0.000    0.000    0.000 resource.py:204(FileLocation)
        1    0.000    0.000    0.000    0.000 lib.py:172(MachOLibraryLoader)
        1    0.000    0.000    0.000    0.000 base.py:145(is_complete)
        1    0.000    0.000    0.000    0.000 types.py:277(<listcomp>)
        1    0.000    0.000    0.000    0.000 win32.py:173(compatible)
        1    0.000    0.000    0.000    0.000 types.py:326(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:224(<listcomp>)
        1    0.000    0.000    0.000    0.000 gdiplus.py:102(Rect)
        1    0.000    0.000    0.000    0.000 subprocess.py:430(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:496(VertexAttribute)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 layout.py:268(_IncrementalLayoutContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1080(__init__)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:423(NormalAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:937(StreamHandler)
        1    0.000    0.000    0.000    0.000 atlas.py:71(_Strip)
        1    0.000    0.000    0.000    0.000 __init__.py:152(__init__)
        1    0.000    0.000    0.000    0.000 __main__.py:88(behaviour_monster)
        1    0.000    0.000    0.000    0.000 __init__.py:1(rectangle)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 types.py:131(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:252(_is_owned)
        1    0.000    0.000    0.000    0.000 __init__.py:343(_ModuleProxy)
        1    0.000    0.000    0.000    0.000 runlist.py:387(ZipRunIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:110(__len__)
        1    0.000    0.000    0.000    0.000 base.py:269(ScreenMode)
        2    0.000    0.000    0.000    0.000 __init__.py:431(_set_z)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 __init__.py:394(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __main__.py:46(behaviour_fade_away)
        1    0.000    0.000    0.000    0.000 runlist.py:308(OverriddenRunIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:376(__init__)
        1    0.000    0.000    0.000    0.000 pil.py:54(PILImageDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:633(Filter)
        4    0.000    0.000    0.000    0.000 __init__.py:78(get_animation_file_extensions)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:515(GenericAttribute)
        1    0.000    0.000    0.000    0.000 threading.py:1205(_DummyThread)
        1    0.000    0.000    0.000    0.000 gdiplus.py:324(get_decoders)
        1    0.000    0.000    0.000    0.000 tarfile.py:578(_StreamProxy)
        1    0.000    0.000    0.000    0.000 layout.py:244(_LayoutContext)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        1    0.000    0.000    0.000    0.000 acceleration.py:5(acceleration)
        1    0.000    0.000    0.000    0.000 types.py:234(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:129(__init__)
        1    0.000    0.000    0.000    0.000 vertexattribute.py:408(FogCoordAttribute)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 win32.py:82(_recreate_wait_objects_array)
        1    0.000    0.000    0.000    0.000 __init__.py:88(DocumentDecoder)
        1    0.000    0.000    0.000    0.000 dds.py:112(DDSURFACEDESC2)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        7    0.000    0.000    0.000    0.000 message.py:97(name)
        1    0.000    0.000    0.000    0.000 gl_info.py:180(get_vendor)
        1    0.000    0.000    0.000    0.000 resource.py:181(Location)
        1    0.000    0.000    0.000    0.000 __init__.py:1548(__init__)
        1    0.000    0.000    0.000    0.000 resource.py:245(URLLocation)
        1    0.000    0.000    0.000    0.000 message.py:160(collision)
        1    0.000    0.000    0.000    0.000 bmp.py:119(RGBFields)
        1    0.000    0.000    0.000    0.000 __init__.py:191(ImageMouseCursor)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 __init__.py:214(c_ulonglong)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 message.py:35(key_press)
        1    0.000    0.000    0.000    0.000 types.py:147(<listcomp>)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 com.py:134(InterfaceMetaclass)
        1    0.000    0.000    0.000    0.000 inspect.py:2341(_void)
        1    0.000    0.000    0.000    0.000 gdiplus.py:86(GdiplusStartupOutput)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 debug.py:161(m_mouse_click)
        1    0.000    0.000    0.000    0.000 wglext_arb.py:335(struct_tagRECT)
        1    0.000    0.000    0.000    0.000 __init__.py:1074(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:385(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:439(AbstractBufferRegion)
        1    0.000    0.000    0.000    0.000 pil.py:87(PILImageEncoder)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:471(VertexArrayRegion)
        1    0.000    0.000    0.000    0.000 camera.py:16(camera_moved)
        1    0.000    0.000    0.000    0.000 win32.py:10(Win32Display)
        2    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 document.py:703(_FontStyleRunsRangeIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:169(behaviour_parallax_background)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 message.py:185(collision_late)
        1    0.000    0.000    0.000    0.000 __init__.py:127(behaviour_follow_mouse)
        1    0.000    0.000    0.000    0.000 dds.py:227(get_decoders)
        1    0.000    0.000    0.000    0.000 png.py:113(get_encoders)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 wgl.py:304(struct__WGLSWAP)
        2    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 win32query.py:87(FontEntry)
        1    0.000    0.000    0.000    0.000 layout.py:519(TextLayoutGroup)
        1    0.000    0.000    0.000    0.000 pil.py:122(get_encoders)
        1    0.000    0.000    0.000    0.000 __init__.py:163(MouseCursor)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:234(__del__)
        1    0.000    0.000    0.000    0.000 wgl.py:321(struct_tagRECT)
        1    0.000    0.000    0.000    0.000 bmp.py:355(get_decoders)
        1    0.000    0.000    0.000    0.000 message.py:100(mouse_click)
        1    0.000    0.000    0.000    0.000 message.py:124(mouse_click_raw)
        1    0.000    0.000    0.000    0.000 __init__.py:271(CheckerImagePattern)
        1    0.000    0.000    0.000    0.000 plaintext.py:43(PlainTextDecoder)
        1    0.000    0.000    0.000    0.000 wgl.py:150(struct__POINTFLOAT)
        1    0.000    0.000    0.000    0.000 wgl.py:162(struct__GLYPHMETRICSFLOAT)
        1    0.000    0.000    0.000    0.000 com.py:128(COMInterface)
        1    0.000    0.000    0.000    0.000 png.py:51(PNGImageDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:238(ImagePattern)
        1    0.000    0.000    0.000    0.000 __init__.py:2559(AnimationFrame)
        1    0.000    0.000    0.000    0.000 __init__.py:388(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:118(mock_xy)
        1    0.000    0.000    0.000    0.000 types.py:139(<listcomp>)
        1    0.000    0.000    0.000    0.000 message.py:111(mouse_move_raw)
        1    0.000    0.000    0.000    0.000 lib.py:81(GLException)
        1    0.000    0.000    0.000    0.000 win32.py:302(GDIPlusGlyphRenderer)
        1    0.000    0.000    0.000    0.000 base.py:204(ObjectSpace)
        1    0.000    0.000    0.000    0.000 __init__.py:37(<module>)
        1    0.000    0.000    0.000    0.000 message.py:1(base)
        1    0.000    0.000    0.000    0.000 __init__.py:649(NullGroup)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 dds.py:54(DDSException)
        1    0.000    0.000    0.000    0.000 sorteddict.py:20(__init__)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 message.py:45(key_release)
        1    0.000    0.000    0.000    0.000 gl_info.py:109(remove_active_context)
        1    0.000    0.000    0.000    0.000 png.py:78(PNGImageEncoder)
        1    0.000    0.000    0.000    0.000 __main__.py:29(attach)
        1    0.000    0.000    0.000    0.000 zipfile.py:557(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 base.py:316(Canvas)
        1    0.000    0.000    0.000    0.000 clock.py:177(_ScheduledItem)
        1    0.000    0.000    0.000    0.000 allocation.py:76(AllocatorMemoryException)
        1    0.000    0.000    0.000    0.000 __init__.py:132(ConfigException)
        1    0.000    0.000    0.000    0.000 lib.py:78(_TraceLibrary)
        1    0.000    0.000    0.000    0.000 png.py:1319(Image)
        1    0.000    0.000    0.000    0.000 runlist.py:42(_Run)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:458(VertexBufferObjectRegion)
        1    0.000    0.000    0.000    0.000 resource.py:98(ResourceNotFoundException)
        1    0.000    0.000    0.000    0.000 atlas.py:171(TextureAtlas)
        1    0.000    0.000    0.000    0.000 layout.py:652(TextLayoutForegroundDecorationGroup)
        1    0.000    0.000    0.000    0.000 png.py:1360(_readable)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7093(struct__cl_context)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 __init__.py:34(behaviour_timer_repeat)
